f(x)= 0.201203 * exp(-((x-20.012820)/2.804081)^2)
12.456000, 0.000000
12.556000, 1.000000
12.656000, 0.000000
12.756000, 1.000000
12.856000, 0.000000
12.956000, 1.000000
13.056000, 0.000000
13.156000, 0.000000
13.256000, 0.000000
13.356000, 2.000000
13.456000, 0.000000
13.556000, 0.000000
13.656000, 0.000000
13.756000, 1.000000
13.856000, 2.000000
13.956000, 2.000000
14.056000, 6.000000
14.156000, 3.000000
14.256000, 2.000000
14.356000, 5.000000
14.456000, 5.000000
14.556000, 2.000000
14.656000, 1.000000
14.756000, 9.000000
14.856000, 7.000000
14.956000, 5.000000
15.056000, 6.000000
15.156000, 10.000000
15.256000, 14.000000
15.356000, 19.000000
15.456000, 7.000000
15.556000, 11.000000
15.656000, 19.000000
15.756000, 24.000000
15.856000, 26.000000
15.956000, 35.000000
16.056000, 29.000000
16.156000, 30.000000
16.256000, 26.000000
16.356000, 30.000000
16.456000, 32.000000
16.556000, 47.000000
16.656000, 41.000000
16.756000, 55.000000
16.856000, 73.000000
16.956000, 62.000000
17.056000, 72.000000
17.156000, 63.000000
17.256000, 73.000000
17.356000, 76.000000
17.456000, 72.000000
17.556000, 83.000000
17.656000, 105.000000
17.756000, 99.000000
17.856000, 113.000000
17.956000, 121.000000
18.056000, 135.000000
18.156000, 137.000000
18.256000, 133.000000
18.356000, 165.000000
18.456000, 144.000000
18.556000, 142.000000
18.656000, 161.000000
18.756000, 166.000000
18.856000, 154.000000
18.956000, 172.000000
19.056000, 177.000000
19.156000, 196.000000
19.256000, 177.000000
19.356000, 189.000000
19.456000, 194.000000
19.556000, 219.000000
19.656000, 201.000000
19.756000, 202.000000
19.856000, 210.000000
19.956000, 201.000000
20.056000, 206.000000
20.156000, 235.000000
20.256000, 200.000000
20.356000, 186.000000
20.456000, 225.000000
20.556000, 197.000000
20.656000, 205.000000
20.756000, 172.000000
20.856000, 177.000000
20.956000, 172.000000
21.056000, 154.000000
21.156000, 148.000000
21.256000, 157.000000
21.356000, 158.000000
21.456000, 139.000000
21.556000, 146.000000
21.656000, 133.000000
21.756000, 138.000000
21.856000, 154.000000
21.956000, 116.000000
22.056000, 130.000000
22.156000, 106.000000
22.256000, 84.000000
22.356000, 101.000000
22.456000, 110.000000
22.556000, 89.000000
22.656000, 92.000000
22.756000, 85.000000
22.856000, 69.000000
22.956000, 68.000000
23.056000, 61.000000
23.156000, 42.000000
23.256000, 56.000000
23.356000, 42.000000
23.456000, 48.000000
23.556000, 42.000000
23.656000, 36.000000
23.756000, 28.000000
23.856000, 21.000000
23.956000, 26.000000
24.056000, 32.000000
24.156000, 18.000000
24.256000, 30.000000
24.356000, 21.000000
24.456000, 19.000000
24.556000, 6.000000
24.656000, 15.000000
24.756000, 13.000000
24.856000, 10.000000
24.956000, 12.000000
25.056000, 12.000000
25.156000, 11.000000
25.256000, 5.000000
25.356000, 4.000000
25.456000, 7.000000
25.556000, 3.000000
25.656000, 2.000000
25.756000, 4.000000
25.856000, 3.000000
25.956000, 3.000000
26.056000, 1.000000
26.156000, 1.000000
26.256000, 1.000000
26.356000, 1.000000
26.456000, 1.000000
26.556000, 2.000000
26.656000, 1.000000
26.756000, 0.000000
26.856000, 0.000000
26.956000, 0.000000
27.056000, 1.000000
27.156000, 0.000000
27.256000, 1.000000
27.356000, 0.000000
27.456000, 0.000000
27.556000, 0.000000
27.656000, 1.000000
27.756000, 0.000000
27.856000, 0.000000
27.956000, 1.000000
28.056000, 0.000000
28.156000, 0.000000
28.256000, 0.000000
28.356000, 1.000000
28.456000, 0.000000
