12.356000, 0.000000
12.656000, 2.000000
12.956000, 1.000000
13.256000, 2.000000
13.556000, 0.000000
13.856000, 5.000000
14.156000, 11.000000
14.456000, 12.000000
14.756000, 17.000000
15.056000, 21.000000
15.356000, 40.000000
15.656000, 54.000000
15.956000, 90.000000
16.256000, 86.000000
16.556000, 120.000000
16.856000, 190.000000
17.156000, 208.000000
17.456000, 231.000000
17.756000, 317.000000
18.056000, 393.000000
18.356000, 442.000000
18.656000, 469.000000
18.956000, 503.000000
19.256000, 562.000000
19.556000, 612.000000
19.856000, 615.000000
20.156000, 641.000000
20.456000, 608.000000
20.756000, 554.000000
21.056000, 468.000000
21.356000, 460.000000
21.656000, 417.000000
21.956000, 400.000000
22.256000, 291.000000
22.556000, 291.000000
22.856000, 222.000000
23.156000, 159.000000
23.456000, 132.000000
23.756000, 85.000000
24.056000, 76.000000
24.356000, 70.000000
24.656000, 34.000000
24.956000, 34.000000
25.256000, 20.000000
25.556000, 12.000000
25.856000, 10.000000
26.156000, 3.000000
26.456000, 4.000000
26.756000, 1.000000
27.056000, 1.000000
27.356000, 1.000000
27.656000, 1.000000
27.956000, 1.000000
28.256000, 1.000000
28.556000, 0.000000
